|ID|translation
2359|ID_18220791016519|{'dyu': 'a bi yera ko nɔgɔya be yi', 'fr': 'Je vois qu’il y a du mieux.'}
2360|ID_18545287017165|{'dyu': 'so kɔnɔna nin tun kɔrɔta ni lo', 'fr': 'La chambre était haute.'}
2361|ID_19752281901773|{'dyu': 'bɛgɛw ka lɔgɔ', 'fr': 'Marché aux bestiaux.'}
2362|ID_18396023901828|{'dyu': 'bɔskɛ ka sira sans fɛn sigɛn kɔnɔ', 'fr': 'Avenue du Bosquet, Mougins'}
2363|ID_19065434901892|{'dyu': 'nunu ko bi se ka farakan', 'fr': 'Ceux-ci peuvent être divers.'}
2364|ID_17770237901952|{'dyu': 'stella ka Kuma cogoya naani', 'fr': 'quatre Expression de Stella.'}
2365|ID_18065033020057|{'dyu': 'Zan Tingeli ka sirada fanfɛ, Evre kan.', 'fr': 'Allée Jean Tinguely, Évreux'}
2366|ID_17715076020605|{'dyu': 'madrid ka sira tan ni fla fan fɛ', 'fr': 'douze allée de Madrid'}
2367|ID_17898672902115|{'dyu': 'mɔgɔ min bi mɔgɔ laban ni ɲafɛ', 'fr': 'L’avant-dernier.'}
2368|ID_18443185021704|{'dyu': 'a kokadi ɲɔgɔn ye dɛ', 'fr': 'Vous, vous aimez.'}
2369|ID_17947953022243|{'dyu': 'ehe mesie de koson Aw ni cee', 'fr': 'Et… Merci, monsieur de Courson.'}
2370|ID_17784573022853|"{'dyu': ""an bi sesil kan mɛna a bi donkili lara jardɛn n'a"", 'fr': 'On entend chanter Cécile dans le jardin.'}"
2371|ID_18337737023404|{'dyu': 'An tun bi tagara min le ?', 'fr': 'Où allions-nous ?'}
2372|ID_17367943023929|"{'dyu': ""wuluni b'a labon kɔnɔ"", 'fr': 'le chien est dans sa niche.'}"
2373|ID_18327704024453|{'dyu': 'pigmal ka sira saaba', 'fr': 'trois rue du Puigmal'}
2374|ID_17682791024975|"{'dyu': ""n ka kuma ni m'a seka dia mɔgɔw ye"", 'fr': 'J’émets un avis défavorable.'}"
2375|ID_19607868025517|{'dyu': 'elan van jii kɛra mɔgɔ saaba nan ye', 'fr': 'Ellen van Dijk est troisième.'}
2376|ID_17459016026053|{'dyu': 'repiblik dominikɛn', 'fr': 'la République dominicaine.'}
2377|ID_18010374026592|{'dyu': 'jɔrd ka sira robiɔn kɔnɔ', 'fr': 'Route de Gordes à Robion'}
2378|ID_18322595902713|{'dyu': 'lase fan fɛ moliɛr la', 'fr': 'Avenue de Larché à Molières'}
2379|ID_17315028027667|{'dyu': 'an ka quand kuraw ye', 'fr': 'Voilà nos nouveaux Chouans'}
2380|ID_18225361902828|{'dyu': 'mɔnmark ka sira mɔnki kɔnɔ', 'fr': 'Rue de Montmartre, Montcuq'}
2381|ID_18182613902901|{'dyu': 'antoin vasɛr ka sira mugan ni kelen', 'fr': 'vingt et un rue Antoine Vacher'}
2382|ID_19624378029794|{'dyu': 'a bi bon ba ni gɛnrɛn nan fan fɛ le', 'fr': 'Il est situé au bout de la grande cour.'}
2383|ID_18441594030356|"{'dyu': ""sini a bi n'a taga jigɛ minɛ"", 'fr': 'Demain elle pêchera.'}"
2384|ID_18653001030907|{'dyu': 'an tu bi bolo yɔrɔ ni makamaka la', 'fr': 'On se troussait les manches.'}
2385|ID_17366388903145|{'dyu': 'o bi nana wa', 'fr': 'Ils seraient venus ?'}
2386|ID_17721332031978|{'dyu': 'kɔlɔn berto ka sira kelen', 'fr': 'un rue du Puits Berthaud'}
2387|ID_18327592032514|{'dyu': 'fegi sira limur', 'fr': 'Rue Fegui, Limours'}
2388|ID_18725654033048|{'dyu': 'sira nicola gogol rɛns kɔnɔ', 'fr': 'Rue Nicolas Gogol à Reims'}
2389|ID_17332401033585|"{'dyu': 'o bi yɛlɛ bila san', 'fr': ""C'est marrant ça.""}"
2390|ID_17350659034224|"{'dyu': ""o kɔni bi n'a dia ye"", 'fr': ""je suis sûr qu'elle aimerait.""}"
2391|ID_17377362034777|{'dyu': 'sira juma fanfɛ', 'fr': 'Quelle est la logique?'}
2392|ID_18537998903532|{'dyu': 'Ka dɛmɛni kɛ.', 'fr': 'Servir sans subir'}
2393|ID_18050804903587|{'dyu': 'o bi maxim gɛna', 'fr': 'Maxime est poursuivi.'}
2394|ID_18350575036415|{'dyu': 'moravɛr le tun ba balora', 'fr': 'Mauravert le nourrissait.'}
2395|ID_18772135036956|{'dyu': 'Kabakuru magamani.', 'fr': 'De la pierre meulière !'}
2396|ID_18182563037495|{'dyu': 'Kuma di ra Madam Ane Ivɔn le ma pur k ka kuma ka fara kuma min tun kɛra mugan ni saba fanfɛ.', 'fr': 'La parole est à Madame Anne-Yvonne Le Dain, pour soutenir l’amendement numéro vingt-trois.'}
2397|ID_19239933038043|{'dyu': 'Zaki San yafara a ka kokɛtaw bɛ ra.', 'fr': 'Malgré tout Jackie Chan finit par lui pardonner.'}
2398|ID_18022961038577|{'dyu': 'cɛncɛn mana guli', 'fr': 'Les sablés légers.'}
2399|ID_18252354039242|{'dyu': 'Sibɛr bon', 'fr': 'Salle cybercommune.'}
2400|ID_18408159903993|{'dyu': 'An be na mule dimi?', 'fr': 'Bon, on bouffera quoi?'}
2401|ID_18175089040504|{'dyu': 'An diya ra ɲɔgɔn ye.', 'fr': 'Nous, nous avons été aimés.'}
2402|ID_18800894041045|{'dyu': 'Sinbala bi sin yan le', 'fr': 'C’est ici qu’habite Shyamala ?'}
2403|ID_18230715041579|"{'dyu': ""N b'a kɔgɔ ta."", 'fr': 'Je la maintiens.'}"
2404|ID_17346926042113|{'dyu': 'magazɛn da yɛlɛla', 'fr': 'Le magasin est ouvert ?'}
2405|ID_17895350904264|"{'dyu': ""N k'a lɔn k'a b'a fɛ."", 'fr': 'Je suis sûr qu’il aime.'}"
2406|ID_17419824904318|{'dyu': 'Musso fila', 'fr': 'deux petites filles.'}
2407|ID_17354704043717|{'dyu': 'Mogô kelé ka na', 'fr': 'Il y a une pomme sur la table.'}
2408|ID_18475895044263|{'dyu': 'Sapɛldeni cɛ ka ɲi.', 'fr': 'Une petite chapelle, et jolie.'}
2409|ID_18110305044797|{'dyu': 'Lon kelen ni lon wɛrɛ.', 'fr': 'Un jour ou l’autre.'}
2410|ID_19255389045413|{'dyu': 'Saya tununa.', 'fr': 'Le mors disparaît ensuite.'}
2411|ID_18954732045954|{'dyu': 'I ya lon ne ye buton nuw bɛɛ yɛlɛma epizɔd', 'fr': 'Les lieux ainsi que les personnages changent à chaque épisode.'}
2412|ID_17361223046497|{'dyu': 'a bɛ yira', 'fr': 'Diffuser à tous.'}
2413|ID_19877266047046|"{'dyu': 'a daminɛ tɔ fɔrsi ayereriɛn nunugu tara', 'fr': ""Les forces aériennes n'en font pas partie au début.""}"
2414|ID_17339278047601|{'dyu': 'A be Sanji joli?', 'fr': 'Quel âge a-t-elle ?'}
2415|ID_17346338048142|"{'dyu': 'Filɛri ni sɛbɛra', 'fr': ""Voici ce qu'il écrivit.""}"
2416|ID_18545252048688|"{'dyu': ""A b'a toyi n bi kelen faga."", 'fr': 'Laissez-moi en tuer un!'}"
2417|ID_18263229904939|{'dyu': 'a tun bi barakɛ yɔrɔ kunu wa', 'fr': 'Vous étiez au bureau hier ?'}
2418|ID_17678105904996|{'dyu': 'Bloblo ka sira min bi siraba kunbɛn.', 'fr': 'Chemin du Boulevard, Blou'}
2419|ID_18253869.90505|{'dyu': 'Zida Puariye sira.', 'fr': 'un chemin du Poirier Judas'}
2420|ID_17799293051125|{'dyu': 'masim matɛn ka sira tani kɔnɔton nan', 'fr': 'dix-neuf avenue Maximin Martin'}
2421|ID_17341891905168|{'dyu': 'Gwɛni ani kɔrɔsini..', 'fr': 'Propre et entretenu.'}
2422|ID_17926695052224|{'dyu': 'An ti se ka ban a ma.', 'fr': 'Nous ne pouvons aller contre.'}
2423|ID_18614588052753|{'dyu': 'San pɛrɛn na ka na fana.', 'fr': 'Venez aussi, tonnerre!'}
2424|ID_18622404053395|"{'dyu': ""A ka ɲi n b'a kɛ fana."", 'fr': ""Cool, j'en fait aussi.""}"
2425|ID_18476730053936|{'dyu': 'Wulu bisaba ni kelen.', 'fr': 'Trente et un chiens.'}
2426|ID_17379485054463|{'dyu': 'Kurun nɛrɛmugula man yen fɛ', 'fr': 'Cette barque jaune là-bas.'}
2427|ID_17367859055002|{'dyu': 'A bi filɛri kɛra ka tɛmɛ.', 'fr': 'il regarde en traversant.'}
2428|ID_19634868905553|{'dyu': 'deniw bi tugu ɲɔhɔn kɔ', 'fr': 'Les charges se succèdent.'}
2429|ID_17447378056067|"{'dyu': ""a ti na n'a kɛ yi"", 'fr': 'Il ne seraient pas'}"
2430|ID_17930624056685|{'dyu': 'markof tun bi n ɲafɛ', 'fr': 'Marcof était en tête.'}
2431|ID_19795737057236|{'dyu': 'an bina na kɔsɔbɛ', 'fr': 'On est saisi absolument.'}
2432|ID_17871909057784|{'dyu': 'gisi sira min bi vienami', 'fr': 'Route de Guichy à Vielmanay'}
2433|ID_18522458905834|{'dyu': 'A tagara kɔgɔjikan.', 'fr': 'Il est parti en mer.'}
2434|ID_17467973058986|"{'dyu': ""Mun lo y'a to aw nana kɔ."", 'fr': 'Pourquoi êtes-vous en retard ?'}"
2435|ID_18720195059587|{'dyu': 'Burs Sɛn Zan ka sira fila.', 'fr': 'deux rue du Bourg Saint-Jean'}
2436|ID_18324206906012|{'dyu': 'Riva ka sira tan.', 'fr': 'dix route de Rivas'}
2437|ID_17814559060638|"{'dyu': 'bii le ɲabi don nataw la', 'fr': ""Guy ! j'entrevois l'avenir.""}"
2438|ID_17933936061205|{'dyu': 'a ba saraw kɔ sekɔ Aw ma', 'fr': 'Qu’il soit indemnisé.'}
2439|ID_18726232061737|{'dyu': 'gaɲaksɛnjori ka sira', 'fr': 'CHEMIN DE GAGNAC, Saint-Jory'}
2440|ID_18567667062464|{'dyu': 'Nin juguw ka tale.', 'fr': 'Les démons militent.'}
2441|ID_18685092906301|{'dyu': 'Nin dusu saalo ye a gɛn', 'fr': 'Cette consolation lui manqua.'}
2442|ID_18794427063547|{'dyu': 'Segi ka bange ka se sɔrɔ', 'fr': 'Renaître et vaincre'}
2443|ID_18300559064095|{'dyu': 'Pilan filanan da kelen.', 'fr': 'Au deuxième plan, une porte.'}
2444|ID_17349286906463|{'dyu': 'Misel sineman filɛ', 'fr': 'À la Saint-Michel.'}
2445|ID_19339939065173|{'dyu': 'Sigi Yɔrɔ ye baa duguma', 'fr': 'Son siège est Fond du Lac.'}
2446|ID_18252860065707|{'dyu': 'A a bɔra dama.', 'fr': 'Ah ! c’est différent.'}
2447|ID_17330071066243|{'dyu': 'See talonnan', 'fr': 'C’est scandaleux'}
2448|ID_18736130066777|"{'dyu': 'Jɔrɔw ma wasa.', 'fr': ""Des points l'embarrassaient.""}"
2449|ID_18043962067304|{'dyu': 'Makunini nana.', 'fr': 'Et le silence retomba.'}
2450|ID_19504626906791|{'dyu': 'ne ɲinana kosɔbɛ', 'fr': 'Je suis hyper embrouillé.'}
2451|ID_17927870068444|"{'dyu': ""a m'a se dollar duuru ma"", 'fr': 'C’est moins que cinq dollars.'}"
2452|ID_17348364069085|{'dyu': 'filaburu binkɛnɛman ni a ka misɛn', 'fr': 'une feuille verte et mince.'}
2453|ID_17347726069686|{'dyu': 'fɔlɔ o tun bi kɔɔ mɔ', 'fr': 'autrefois elles pêchèrent.'}
2454|ID_18494794070225|"{'dyu': 'a ye nin biye jaati wa', 'fr': ""Fit-il, l'admirant du geste.""}"
2455|ID_17650326070797|{'dyu': 'cɛ ye mi fɛn fla diama ka mii', 'fr': 'Il lui a fait boire des deux.'}
2456|ID_18610654907133|"{'dyu': 'déjà gɛlɛya ti jalakitanya ye', 'fr': ""Audace n'est pas déraison""}"
2457|ID_19256497071915|{'dyu': 'tigɛ dara cɛ yi kan', 'fr': 'Ce dernier est arrêté.'}
2458|ID_18152438072447|{'dyu': 'nin jɔyɔrɔ ni faratilendo', 'fr': 'Le point est délicat.'}
2459|ID_18022648907299|{'dyu': 'Aw ka ponpe sɔnna', 'fr': 'Elle se rouille, votre pompe !'}
2460|ID_18091253073613|{'dyu': 'ne ba fatula a babu la', 'fr': 'Ma mère en est morte.'}
2461|ID_19575779074147|{'dyu': 'wari kun ye ero yamasɛn ye', 'fr': 'Le budget est de €.'}
2462|ID_19542746074683|{'dyu': 'o ye kalia Nin sigi', 'fr': 'La hernie est dite étranglée.'}
2463|ID_18976415075215|{'dyu': 'Gari dayɛlɛla balo fɛnw ye', 'fr': 'La gare est ouverte au fret.'}
2464|ID_18485895075744|{'dyu': 'Omɛr ye Kiri tigɛ cogo wɛrɛra', 'fr': 'Omer en juge autrement.'}
2465|ID_17353084907628|{'dyu': 'Aw ba kalan', 'fr': 'vous, vous liriez.'}
2466|ID_18035219076805|{'dyu': 'Du san lamero ka sira min be ardɛn', 'fr': 'Rue du Champ Lameraud, Ardin'}
2467|ID_18023154077334|{'dyu': 'Jan- jan cɔrni ka sira min be dijon', 'fr': 'Rue Jean-Jean Cornu, Dijon'}
2468|ID_18539686077873|{'dyu': 'Omɛr tun sɛngɛ ra.', 'fr': 'Omer cédait à la fatigue.'}
2469|ID_17679583907841|{'dyu': 'Alɛksandr Bose sira tan.', 'fr': 'dix rue Alexandre Boucher'}
2470|ID_18802399907913|{'dyu': 'Felisi ka bonba min be Buwa Kolɔnb .', 'fr': 'Villa Félicie, Bois-Colombes'}
2471|ID_20000868079783|{'dyu': 'A tounbi sanfè', 'fr': 'Le col qu’elle devrait franchir était situé à d’altitude.'}
2472|ID_18508397080389|{'dyu': 'ɛrlo olalala', 'fr': 'Herlaut. — Oh ! là ! là !'}
2473|ID_17782027080951|{'dyu': 'Sira Jacqueline min be niyor', 'fr': 'Rue Jacqueline Cochran à Niort'}
2474|ID_18177704081495|{'dyu': 'Sira albɛrt sabo aviɲɔn', 'fr': 'Rue Albert Chabaud, Avignon'}
2475|ID_18054438082026|{'dyu': 'Deme ka sira min be alansɔn', 'fr': 'Rue Demées à Alençon'}
2476|ID_17675987908257|{'dyu': 'Bulan ka sira min be albɛr', 'fr': 'Rue de Boulan, Albert'}
2477|ID_18054160083102|{'dyu': 'Sira paya kuru', 'fr': 'Rue Paya, Kourou'}
2478|ID_17589853083633|{'dyu': 'An ba mɛna an bolo ɲumana o bi fɔlikɛra', 'fr': 'On entend sonner à droite.'}
2479|ID_17343715908417|{'dyu': 'N dɔgɔni nalonilo foo ka tɛmɛ', 'fr': 'Ma sœur est très crédule.'}
2480|ID_17378415084802|{'dyu': 'Bɛgɛnnaloman juman lo?', 'fr': 'Quel stupide animal !'}
2481|ID_18217694085357|{'dyu': 'Zɔrz Mesiye sira tan ni naninan.', 'fr': 'quatorze rue Georges Messier'}
2482|ID_18387292085906|{'dyu': 'Masa Talar ka sira ra.', 'fr': 'Rue Souveraine, Tallard'}
2483|ID_17838680086437|{'dyu': 'Margerit Brɛne ka sira min be Masevo .', 'fr': 'Rue Marguerite Braun, Masevaux'}
2484|ID_17354723908697|{'dyu': 'A be Bretɔn ka tan fɔ a ?', 'fr': 'Parle-t-il le breton ?'}
2485|ID_18548072087493|{'dyu': 'A bi kulɛkanbabaw fɔra.', 'fr': 'Elle criait des mots rauques.'}
2486|ID_18280426908802|{'dyu': 'Zan Geral ka sira min be Tuluz', 'fr': 'Rue Jean Gayral, Toulouse'}
2487|ID_17912800088542|{'dyu': 'A bi kɛlɛkɛ ni Venis ye.', 'fr': '- Guerre avec Venise.'}
2488|ID_18398990089203|{'dyu': 'Vial ka sira min be Liɲerɔl .', 'fr': 'Route de la Viale, Lignerolles'}
2489|ID_17848855908982|"{'dyu': ""Ciradogoni a y'a bugɔ n'a ka sen ye."", 'fr': ""L'espion frappa du pied.""}"
2490|ID_17393818090438|"{'dyu': ""A tun lani t'a ra."", 'fr': 'Il est très étonné.'}"
2491|ID_18323216909098|{'dyu': 'Nenifare ka sira min be Perɔl .', 'fr': 'Rue des Nénuphars, Pérols'}
2492|ID_17931505091525|{'dyu': 'Zɔrz Le Podɛr ka sira min be Ɔrɛyi .', 'fr': 'Rue Georges Le Poder, Auray'}
2493|ID_18086333092064|{'dyu': 'Pɔn jani ka sira min be Angolɛm .', 'fr': 'Rue du Pont Sec à Angoulême'}
2494|ID_17379542092598|"{'dyu': 'Hɛrɛbaji.', 'fr': ""L'Océan Pacifique.""}"
2495|ID_18175074093142|{'dyu': 'albɛr ɛrve ka sira mon bi burge', 'fr': 'Rue Albert Hervet à Bourges'}
2496|ID_18292428093688|{'dyu': 'amede lefɔrvaliɛr ka sira', 'fr': 'Rue Amédée Lefaure, Vallière'}
2497|ID_18245847909423|{'dyu': 'tanɛr ka sira min be yi taru', 'fr': 'Rue des Tanneurs à Charroux'}
2498|ID_17340076094772|"{'dyu': 'mɔgɔ dɛmɛbagaw ka dɛmɛ ni', 'fr': ""l'aide des pompiers.""}"
2499|ID_18637257095306|{'dyu': 'I bi mulo kɛra', 'fr': 'Qu’est-ce que tu fais?'}
2500|ID_18526290095924|"{'dyu': ""a nin yɔrɔw bɛɛ bi n'a sɔkɔ ka nin sɔrɔ"", 'fr': 'Tout son être ressuscita.'}"
2501|ID_18588243909647|"{'dyu': 'san pɛrɛn tɔgɔ kelen', 'fr': ""Nom d'un tonnerre!""}"
2502|ID_18602700909701|{'dyu': 'yɔrɔbɛ an bɛ ta', 'fr': 'Partout pour tous'}
2503|ID_17365076097543|"{'dyu': ""an bi n'a son o ma"", 'fr': 'Nous y sommes favorables.'}"
2504|ID_19321095098065|"{'dyu': ""n tun ma barakɛ t'en"", 'fr': ""Je n'ai jamais tant travaillé.""}"
2505|ID_18396159098606|{'dyu': 'Mɛrkadie ka sira min bɛ diɲi le bɛn', 'fr': 'Rue Mercadier, Digne-les-Bains'}
2506|ID_18888671099264|{'dyu': 'Darbuson ka lotiseman tan ni wɔrɔnan.', 'fr': 'seize lotissement Darbousson'}
2507|ID_19542264909987|"{'dyu': 'O ye nankɔ tɔgɔ deni da ale fana ma siraba gɛrɛfɛ', 'fr': ""On lui dédie également le nom d'un square à proximité du boulevard.""}"
2508|ID_19794178100432|{'dyu': 'Fanga tigi ka kɛ wali tun bi tugura kɔ', 'fr': 'La tyrannie suit le tyran.'}
2509|ID_17691795101002|{'dyu': 'Mayɔl ka yɔrɔ filanan.', 'fr': 'Place Mayol au numéro deux'}
2510|ID_18068674101639|{'dyu': 'Lorans ye koba kɛ.', 'fr': 'Laurence eut un geste vague.'}
2511|ID_18968463102192|{'dyu': 'Filɛru ye jakumani deni ye.', 'fr': 'Les fleurs sont des chatons.'}
2512|ID_17407354102733|{'dyu': 'I ye i balimamuso kanu.', 'fr': 'tu aimas ta sœur.'}
2513|ID_18060491103267|{'dyu': 'Ni Bɛl Roz ka miriya o be tugura an kɔ.', 'fr': 'On me suit, pensa Belle-Rose.'}
2514|ID_18639041910381|"{'dyu': ""O kun b'a ka ladimiyɔrɔ ko ra."", 'fr': 'On lavait sa blessure.'}"
2515|ID_17946533104347|{'dyu': 'A ni se mese Bretɔn.', 'fr': 'Merci, monsieur Breton.'}
2516|ID_19644693104886|{'dyu': 'A ka balimacɛw bina tugu a kɔ.', 'fr': 'Ses frères vont le suivre.'}
2517|ID_17788750910543|"{'dyu': ""Ji dɔni d'a ma."", 'fr': 'Donne-lui moins d’eau.'}"
2518|ID_18097881105968|{'dyu': 'Kɔmi n ka dɛmɛbaga lo.', 'fr': 'Puisque c’est ma nourrice.'}
2519|ID_17911463106512|{'dyu': 'Uf! Buf! Doni juman ?', 'fr': 'Ouf ! bouf ! quelle charge !'}
2520|ID_18216156107134|{'dyu': 'Balmetuw ka sira biduru.', 'fr': 'cinquante route des Balmettes'}
2521|ID_18693539107728|"{'dyu': ""An b'an yɛrɛ kɛra sinwa le ye wa?"", 'fr': 'On se fait un chinois?'}"
2522|ID_19859855910827|{'dyu': 'I ka kokɛta bi yira ko koɲanaman lo.', 'fr': 'La méthode s’avère efficace.'}
2523|ID_187075696.9109|"{'dyu': 'Wɛrɛ saba.', 'fr': ""trois montée de l'Enclos""}"
2524|ID_17355655109814|{'dyu': 'A diyara a ye yan wa ?', 'fr': 'Ça vous a plu ici ?'}
2525|ID_18640782110367|{'dyu': 'Mɔgɔ tina n ka gwata kɔrɔ caaman.', 'fr': 'Mon stand est peu fréquenté.'}
2526|ID_17646170110916|{'dyu': 'Vɛnsan Detare sira tan ni seegi.', 'fr': 'dix-huit rue Vincent Détharé'}
2527|ID_17365905111462|{'dyu': 'Batoliyɔrɔdeni cɛ ɲu ma ni.', 'fr': 'une petite et jolie chapelle.'}
2528|ID_17399612112005|{'dyu': 'Dɔ ni dɔw.', 'fr': 'Les uns et les autres.'}
2529|ID_18073228911255|{'dyu': 'Boregar ka sira tan.', 'fr': 'dix chemin du Beauregard'}
2530|ID_18361952113173|{'dyu': 'Martɛluw ka sira, Manɔsk .', 'fr': 'Rue des Martels, Manosque'}
2531|ID_18150353113722|{'dyu': 'Sɛn Sarle ka luba tan ni seegi.', 'fr': 'dix-huit villa Saint-Charles'}
2532|ID_17342995911426|{'dyu': 'Olou oyo lon', 'fr': 'Eux, ils sont connus.'}
2533|ID_17589793114795|{'dyu': 'A tounbi yorô djoumè école la?', 'fr': 'Où avez-vous été à l’école ?'}
2534|ID_18163484115372|{'dyu': 'Touma djouman lo ibi na mogo sorô?', 'fr': 'Quand auras-tu quelqu’un ?'}
2535|ID_17333193911596|{'dyu': 'O ka tcha ko sobè', 'fr': 'ils sont trop nombreux.'}
2536|ID_17931427116507|{'dyu': 'Alé kagni', 'fr': 'C’est bien cela.'}
2537|ID_18920166117043|{'dyu': 'an ka subaga ye sisan', 'fr': 'Voilà enfin notre sorcier…'}
2538|ID_17363722117577|"{'dyu': 'Alouh ya fô ko di?', 'fr': ""Qu'est-ce que vous avez dit ?""}"
2539|ID_17910819118114|{'dyu': 'Ah kagni ah ni tché', 'fr': 'C’est bien… merci…'}
2540|ID_19485821911883|{'dyu': 'Fourou sara,demissin fila lo bâ fè', 'fr': 'Divorcé, il a deux enfants.'}
2541|ID_17686915119468|{'dyu': 'Kalan djouma lo aba kèra', 'fr': 'Quelles études faites-vous ?'}
2542|ID_18464475120018|{'dyu': 'An ka ta gnongon fè', 'fr': 'Allons ensemble.'}
2543|ID_18073560120555|"{'dyu': 'a man ca', 'fr': ""Ce n'est pas trop.""}"
2544|ID_19053735121091|{'dyu': 'A furura ni Argi ye.', 'fr': 'Il est marié à Argie.'}
2545|ID_18010193121625|{'dyu': 'Ɔnhɔn Karfɔr ka jaabili.', 'fr': 'Oui, répondit Carfor.'}
2546|ID_18476954122171|"{'dyu': ""O b'i ka balimamuso kanu."", 'fr': 'Elles aiment ta sœur.'}"
2547|ID_17349578122708|{'dyu': 'A nana busi ra.', 'fr': 'Il est venu en bus.'}
2548|ID_18905680123247|{'dyu': 'Nne ka kɛnɛ alu do', 'fr': 'Je vais bien et vous ?'}
2549|ID_18573005123785|{'dyu': 'A lugu a bi na kalan', 'fr': 'Vous, vous liriez.'}
2550|ID_17956596.91244|{'dyu': 'Sini wagati juma le', 'fr': 'Depuis combien de temps ?'}
2551|ID_17351048124935|{'dyu': 'Nin fɛn nin kama.', 'fr': 'À cause de cela.'}
2552|ID_18253864125469|{'dyu': 'Alu be siran na le wa ?', 'fr': 'Vous avez peur ?'}
2553|ID_19269523126003|{'dyu': 'O Tina mè', 'fr': 'Ils ne dureront pas.'}
2554|ID_18812773126546|{'dyu': 'A fô ayé keké Clara ka ban', 'fr': 'Répète-lui que tu es à bout.'}
2555|ID_17361712127078|{'dyu': 'Sissan un yê bâ ra', 'fr': 'Maintenant je le vois.'}
2556|ID_17677136127607|{'dyu': 'En ka flè', 'fr': 'Voyons, quel âge avez-vous ?…'}
2557|ID_18252471912815|{'dyu': 'Aka charia yi djoumè le yé', 'fr': 'Et quel serait le prix ?'}
2558|ID_18477258128692|{'dyu': 'Sicardières ka sira tan', 'fr': 'dix route des Sicardières'}
2559|ID_18846010129393|{'dyu': 'A bi na to an nugu cɛma', 'fr': 'Il demeurera parmi nous.'}
2560|ID_18905550913003|{'dyu': 'An ka taga a kaɲi', 'fr': 'Allons, c’est bien !'}
2561|ID_17855252130585|"{'dyu': ""A lu bɛɛ bi n'a kafe ta wa"", 'fr': 'Vous prendrez tous un café ?'}"
2562|ID_18700681131134|{'dyu': 'Kama sɔrɔ an ba kɛdi', 'fr': 'Alors que faire?'}
2563|ID_17921267131677|"{'dyu': 'A lu ma fo yi ye ban n balimanw', 'fr': ""Vous n'avez rien vu, mon cher.""}"
2564|ID_17309968132214|{'dyu': 'A ye wari ni ta a be yɔrɔmina', 'fr': 'Prenez l’argent là où il est'}
2565|ID_17535503132757|{'dyu': 'I be Yan a mɛna wa', 'fr': 'Es-tu depuis longtemps ici ?'}
2566|ID_18076450133298|{'dyu': 'Aa lugu tun nana nin jɔn ye', 'fr': 'Avec qui étiez-vous venu ?'}
2567|ID_18006978913384|{'dyu': 'A yi lɔ n ya minɛ', 'fr': 'Attendez, je le tiens.'}
2568|ID_18222946134383|"{'dyu': ""Nne te foyi famu n'a foyi"", 'fr': 'Je n’y comprends rien, rien.'}"
2569|ID_17807304134924|{'dyu': 'Dɛl Prat ka sira bisaba ani kelen.', 'fr': 'trente et un chemin del Prat'}
2570|ID_17657683135544|{'dyu': 'Nne bi na taga sini', 'fr': 'Je m’en irai demain.'}
2571|ID_17356131136095|"{'dyu': 'Ka an toi ya an bi sira Nin ye ɲanaman', 'fr': ""D'ici on voit bien la route.""}"
2572|ID_19182514136643|"{'dyu': 'Ji yɔrɔni tununa ka ban', 'fr': ""L'île a quasiment disparu.""}"
2573|ID_18463906137192|{'dyu': 'Tabali mugan ni saba', 'fr': 'Vingt-trois tables.'}
2574|ID_17503502913773|"{'dyu': 'Sinɔgɔlɔ bi nnera', 'fr': ""J'ai envie de dormir.""}"
2575|ID_19782817138265|{'dyu': 'Munkaman a fagara', 'fr': 'Pourquoi s’est-elle éteinte?'}
2576|ID_17365633138901|{'dyu': 'A ba dogo yɔr wɛrɛ', 'fr': 'Cachez le quelque part.'}
2577|ID_17601457139507|{'dyu': 'A le maɲi', 'fr': 'Ce n’est pas bien.'}
2578|ID_18021988140055|{'dyu': 'Mɔgɔ wɛrɛ kaɲi ka na le waɛ', 'fr': 'Quelqu’un d’autre doit venir ?'}
2579|ID_17350681140599|{'dyu': 'Nunu tulokɛminɛ nin bɛ ye i ta le ya', 'fr': 'Tous ces jouets sont à toi ?'}
2580|ID_17586754141226|{'dyu': 'Ka mɔgɔ fo', 'fr': 'Pour saluer quelqu’un.'}
2581|ID_17901426141774|{'dyu': 'O bi muso kɔrɔbani su dɔnna', 'fr': 'On enterre la vieille femme.'}
2582|ID_18692359914231|{'dyu': 'Sinɔgɔ wagati sera', 'fr': 'Il est temps de dormir.'}
2583|ID_19635147914285|{'dyu': 'kana kuma kelen fɔ.', 'fr': 'n’en dit pas un mot.'}
2584|ID_17341464143426|"{'dyu': 'Elé ma i labè ka ban wa?', 'fr': ""Tu n'es pas prêt ? Non.""}"
2585|ID_18126177143977|"{'dyu': ""Annu kaɲi k'o mara."", 'fr': 'Nous devons les protéger.'}"
2586|ID_17410371144516|"{'dyu': 'Denmisen joli lo bi alu fɛ?', 'fr': ""Combien d'enfants avez-vous ?""}"
2587|ID_17374437914505|{'dyu': 'A lé ma sé ko bâ man', 'fr': 'ça ne vaut pas grand-chose.'}
2588|ID_17418832145586|{'dyu': 'Abé kouma na ni aka woulou yé', 'fr': 'il parle à son chien.'}
2589|ID_18162588146123|"{'dyu': 'Bing ni sorô mandi', 'fr': ""L'herbe est rare.""}"
2590|ID_17755712146743|{'dyu': 'O bina na wagati juman ?', 'fr': 'Quand viendront-ils ?'}
